"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2012","Berkshire, Buckinghamshire and Oxfordshire","Total","Total","Number","2,284,847",""
"2012","Surrey, East and West Sussex","Total","Total","Number","2,755,648",""
"2012","Hampshire and Isle of Wight","Total","Total","Number","1,908,507",""
"2012","Kent","Total","Total","Number","1,739,802",""
"2012","South West (UK)","Total","Total","Number","5,320,318",""
"2012","Gloucestershire, Wiltshire and Bristol/Bath area","Total","Total","Number","2,362,209",""
"2012","Dorset and Somerset","Total","Total","Number","1,280,933",""
"2012","Cornwall and Isles of Scilly","Total","Total","Number","538,254",""
"2012","Devon","Total","Total","Number","1,138,922",""
"2012","Wales","Total","Total","Number","3,068,915",""
"2012","West Wales and The Valleys","Total","Total","Number","1,936,308",""
"2012","East Wales","Total","Total","Number","1,132,607",""
"2012","Scotland","Total","Total","Number","5,306,795",""
"2012","North Eastern Scotland","Total","Total","Number","478,294",""
"2012","Highlands and Islands","Total","Total","Number","466,605",""
"2012","Northern Ireland (UK)","Total","Total","Number","1,818,995",""
"2012","Northern Ireland (UK)","Total","Total","Number","1,818,995",""
"2012","European Free Trade Association","Total","Total","Number","13,296,582",""
"2012","Iceland","Total","Total","Number","319,575",""
"2012","Ísland","Total","Total","Number","319,575",""
"2012","Ísland","Total","Total","Number","319,575",""
"2012","Liechtenstein","Total","Total","Number","36,475",""
"2012","Liechtenstein","Total","Total","Number","36,475",""
"2012","Liechtenstein","Total","Total","Number","36,475",""
"2012","Norway","Total","Total","Number","4,985,870",""
"2012","Norge","Total","Total","Number","4,985,870",""
"2012","Oslo og Akershus","Total","Total","Number","1,169,539",""
"2012","Hedmark og Oppland","Total","Total","Number","379,938",""
"2012","Sør-Østlandet","Total","Total","Number","949,963",""
"2012","Agder og Rogaland","Total","Total","Number","728,934",""
"2012","Vestlandet","Total","Total","Number","855,399",""
"2012","Trøndelag","Total","Total","Number","431,340",""
"2012","Nord-Norge","Total","Total","Number","470,757",""
"2012","Switzerland","Total","Total","Number","7,954,662",""
"2012","Schweiz/Suisse/Svizzera","Total","Total","Number","7,954,662",""
"2012","Région lémanique","Total","Total","Number","1,503,500",""
"2012","Espace Mittelland","Total","Total","Number","1,770,429",""
"2012","Nordwestschweiz","Total","Total","Number","1,079,913",""
"2012","Zürich","Total","Total","Number","1,392,396",""
"2012","Ostschweiz","Total","Total","Number","1,113,929",""
"2012","Zentralschweiz","Total","Total","Number","757,552",""
"2012","Ticino","Total","Total","Number","336,943",""
"2012","Montenegro","Total","Total","Number","620,308",""
"2012","Crna Gora","Total","Total","Number","620,308",""
"2012","Crna Gora","Total","Total","Number","620,308",""
"2012","North Macedonia","Total","Total","Number","2,059,794","p"
"2012","Severna Makedonija","Total","Total","Number","2,059,794","p"
"2012","Severna Makedonija","Total","Total","Number","2,059,794","p"
"2012","Not regionalised / Unknown level 2","Total","Total","Number",":",""
"2012","Albania","Total","Total","Number","2,903,008",""
"2012","Shqipëria","Total","Total","Number","2,903,008",""
"2012","Turkey","Total","Total","Number","74,724,269",""
"2012","Istanbul","Total","Total","Number","13,624,240",""
"2012","Istanbul","Total","Total","Number","13,624,240",""
"2012","Bati Marmara","Total","Total","Number","3,210,147",""
"2012","Tekirdag, Edirne, Kirklareli","Total","Total","Number","1,569,388",""
"2012","Balikesir, Çanakkale","Total","Total","Number","1,640,759",""
"2012","Ege","Total","Total","Number","9,687,692",""
"2012","Izmir","Total","Total","Number","3,965,232",""
"2012","Aydin, Denizli, Mugla","Total","Total","Number","2,779,765",""
"2012","Manisa, Afyonkarahisar, Kütahya, Usak","Total","Total","Number","2,942,695",""
"2012","Dogu Marmara","Total","Total","Number","6,952,685",""
"2012","Bursa, Eskisehir, Bilecik","Total","Total","Number","3,637,222",""
"2012","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total","Total","Number","3,315,463",""
"2012","Bati Anadolu","Total","Total","Number","7,163,453",""
"2012","Ankara","Total","Total","Number","4,890,893",""
"2012","Konya, Karaman","Total","Total","Number","2,272,560",""
"2012","Akdeniz","Total","Total","Number","9,495,788",""
"2012","Antalya, Isparta, Burdur","Total","Total","Number","2,705,254",""
"2012","Adana, Mersin","Total","Total","Number","3,776,744",""
"2012","Hatay, Kahramanmaras, Osmaniye","Total","Total","Number","3,013,790",""
"2012","Orta Anadolu","Total","Total","Number","3,843,731",""
"2012","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total","Total","Number","1,495,630",""
"2012","Kayseri, Sivas, Yozgat","Total","Total","Number","2,348,101",""
"2012","Bati Karadeniz","Total","Total","Number","4,477,107",""
"2012","Zonguldak, Karabük, Bartin","Total","Total","Number","1,019,425",""
"2012","Kastamonu, Çankiri, Sinop","Total","Total","Number","739,997",""
"2012","Samsun, Tokat, Çorum, Amasya","Total","Total","Number","2,717,685",""
"2012","Dogu Karadeniz","Total","Total","Number","2,513,021",""
"2012","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total","Total","Number","2,513,021",""
"2012","Kuzeydogu Anadolu","Total","Total","Number","2,230,394",""
"2012","Erzurum, Erzincan, Bayburt","Total","Total","Number","1,072,848",""
"2012","Agri, Kars, Igdir, Ardahan","Total","Total","Number","1,157,546",""
"2012","Ortadogu Anadolu","Total","Total","Number","3,709,838",""
"2012","Malatya, Elazig, Bingöl, Tunceli","Total","Total","Number","1,663,811",""
"2012","Van, Mus, Bitlis, Hakkari","Total","Total","Number","2,046,027",""
"2012","Güneydogu Anadolu","Total","Total","Number","7,816,173",""
"2012","Gaziantep, Adiyaman, Kilis","Total","Total","Number","2,471,979",""
"2012","Sanliurfa, Diyarbakir","Total","Total","Number","3,287,197",""
"2012","Mardin, Batman, Sirnak, Siirt","Total","Total","Number","2,056,997",""
"2012","EU27","Total","Total","Number",":",""
"2012","Bassin Parisien (NUTS 2013)","Total","Total","Number",":",""
"2012","Champagne-Ardenne (NUTS 2013)","Total","Total","Number",":",""
"2012","Picardie (NUTS 2013)","Total","Total","Number",":",""
"2012","Haute-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2012","Centre (FR) (NUTS 2013)","Total","Total","Number",":",""
"2012","Basse-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2012","Bourgogne (NUTS 2013)","Total","Total","Number",":",""
"2012","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2012","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2012","Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2012","Lorraine (NUTS 2013)","Total","Total","Number",":",""
"2012","Alsace (NUTS 2013)","Total","Total","Number",":",""
"2012","Franche-Comté (NUTS 2013)","Total","Total","Number",":",""
"2012","Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2012","Pays de la Loire (NUTS 2013)","Total","Total","Number",":",""
"2012","Bretagne (NUTS 2013)","Total","Total","Number",":",""
"2012","Poitou-Charentes (NUTS 2013)","Total","Total","Number",":",""
"2012","Sud-Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2012","Aquitaine (NUTS 2013)","Total","Total","Number",":",""
"2012","Midi-Pyrénées (NUTS 2013)","Total","Total","Number",":",""
"2012","Limousin (NUTS 2013)","Total","Total","Number",":",""
"2012","Centre-Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2012","Rhône-Alpes (NUTS 2013)","Total","Total","Number",":",""
"2012","Auvergne (NUTS 2013)","Total","Total","Number",":",""
"2012","Méditerranée (NUTS 2013)","Total","Total","Number",":",""
"2012","Languedoc-Roussillon (NUTS 2013)","Total","Total","Number",":",""
"2012","Provence-Alpes-Côte d'Azur (NUTS 2013)","Total","Total","Number",":",""
"2012","Corse (NUTS 2013)","Total","Total","Number",":",""
"2012","Départements d'outre-mer (NUTS 2013)","Total","Total","Number",":",""
"2012","Guadeloupe (NUTS 2013)","Total","Total","Number",":",""
"2012","Martinique (NUTS 2013)","Total","Total","Number",":",""
"2012","Guyane (NUTS 2013)","Total","Total","Number",":",""
"2012","La Réunion (NUTS 2013)","Total","Total","Number",":",""
"2012","Mayotte (NUTS 2013)","Total","Total","Number",":",""
"2012","Közép-Magyarország (NUTS 2013)","Total","Total","Number",":",""
"2012","Border, Midland and Western (NUTS 2013)","Total","Total","Number",":",""
"2012","Southern and Eastern (NUTS 2013)","Total","Total","Number",":",""
"2012","Lietuva (NUTS 2013)","Total","Total","Number",":",""
"2012","Region Centralny (NUTS 2013)","Total","Total","Number",":",""
"2012","Lódzkie (NUTS 2013)","Total","Total","Number",":",""
"2012","Mazowieckie (NUTS 2013)","Total","Total","Number",":",""
"2012","Region Wschodni (NUTS 2013)","Total","Total","Number",":",""
"2012","Lubelskie (NUTS 2013)","Total","Total","Number",":",""
"2012","Podkarpackie (NUTS 2013)","Total","Total","Number",":",""
"2012","Swietokrzyskie (NUTS 2013)","Total","Total","Number",":",""
"2012","Podlaskie (NUTS 2013)","Total","Total","Number",":",""
"2012","Eastern Scotland (NUTS 2013)","Total","Total","Number",":",""
"2012","South Western Scotland (NUTS 2013)","Total","Total","Number",":",""
"2013","European Union - 28 countries (2013-2020)","Total","Total","Number","505,163,008",""
"2013","Belgium","Total","Total","Number","11,137,974",""
"2013","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,165,208",""
"2013","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,165,208",""
"2013","Vlaams Gewest","Total","Total","Number","6,396,242",""
"2013","Prov. Antwerpen","Total","Total","Number","1,798,605",""
"2013","Prov. Limburg (BE)","Total","Total","Number","855,213",""
"2013","Prov. Oost-Vlaanderen","Total","Total","Number","1,463,614",""
"2013","Prov. Vlaams-Brabant","Total","Total","Number","1,102,907",""
"2013","Prov. West-Vlaanderen","Total","Total","Number","1,175,903",""
"2013","Région wallonne","Total","Total","Number","3,576,524",""
"2013","Prov. Brabant wallon","Total","Total","Number","389,308",""
"2013","Prov. Hainaut","Total","Total","Number","1,331,455",""
"2013","Prov. Liège","Total","Total","Number","1,093,191",""
"2013","Prov. Luxembourg (BE)","Total","Total","Number","277,690",""
"2013","Prov. Namur","Total","Total","Number","484,880",""
"2013","Bulgaria","Total","Total","Number","7,284,552",""
"2013","Severna i yugoiztochna Bulgaria","Total","Total","Number","3,693,421",""
"2013","Severozapaden","Total","Total","Number","823,469",""
"2013","Severen tsentralen","Total","Total","Number","844,511",""
"2013","Severoiztochen","Total","Total","Number","957,460",""
"2013","Yugoiztochen","Total","Total","Number","1,067,981",""
"2013","Yugozapadna i yuzhna tsentralna Bulgaria","Total","Total","Number","3,591,131",""
"2013","Yugozapaden","Total","Total","Number","2,128,783",""
"2013","Yuzhen tsentralen","Total","Total","Number","1,462,348",""
"2013","Czechia","Total","Total","Number","10,516,125",""
"2013","Cesko","Total","Total","Number","10,516,125",""
"2013","Praha","Total","Total","Number","1,246,780",""
"2013","Strední Cechy","Total","Total","Number","1,291,816",""
"2013","Jihozápad","Total","Total","Number","1,209,298",""
"2013","Severozápad","Total","Total","Number","1,128,490",""
"2013","Severovýchod","Total","Total","Number","1,507,980",""
"2013","Jihovýchod","Total","Total","Number","1,679,857",""
"2013","Strední Morava","Total","Total","Number","1,225,302",""
"2013","Moravskoslezsko","Total","Total","Number","1,226,602",""
"2013","Denmark","Total","Total","Number","5,602,628",""
"2013","Danmark","Total","Total","Number","5,602,628",""
"2013","Hovedstaden","Total","Total","Number","1,732,068",""
"2013","Sjælland","Total","Total","Number","816,359",""
"2013","Syddanmark","Total","Total","Number","1,201,419",""
"2013","Midtjylland","Total","Total","Number","1,272,510",""
"2013","Nordjylland","Total","Total","Number","580,272",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Number","80,523,746",""
"2013","Baden-Württemberg","Total","Total","Number","10,569,111",""
"2013","Stuttgart","Total","Total","Number","3,947,568",""
"2013","Karlsruhe","Total","Total","Number","2,686,573",""
"2013","Freiburg","Total","Total","Number","2,162,340",""
"2013","Tübingen","Total","Total","Number","1,772,630",""
"2013","Bayern","Total","Total","Number","12,519,571",""
"2013","Oberbayern","Total","Total","Number","4,415,649",""
"2013","Niederbayern","Total","Total","Number","1,181,472",""
"2013","Oberpfalz","Total","Total","Number","1,074,738",""
"2013","Oberfranken","Total","Total","Number","1,058,711",""
"2013","Mittelfranken","Total","Total","Number","1,698,515",""
"2013","Unterfranken","Total","Total","Number","1,297,727",""
"2013","Schwaben","Total","Total","Number","1,792,759",""
"2013","Berlin","Total","Total","Number","3,375,222",""
"2013","Berlin","Total","Total","Number","3,375,222",""
"2013","Brandenburg","Total","Total","Number","2,449,511",""
"2013","Brandenburg","Total","Total","Number","2,449,511",""
"2013","Bremen","Total","Total","Number","654,774",""
"2013","Bremen","Total","Total","Number","654,774",""
"2013","Hamburg","Total","Total","Number","1,734,272",""
"2013","Hamburg","Total","Total","Number","1,734,272",""
"2013","Hessen","Total","Total","Number","6,016,481",""
"2013","Darmstadt","Total","Total","Number","3,791,381",""
"2013","Gießen","Total","Total","Number","1,023,277",""
"2013","Kassel","Total","Total","Number","1,201,823",""
"2013","Mecklenburg-Vorpommern","Total","Total","Number","1,600,327",""
"2013","Mecklenburg-Vorpommern","Total","Total","Number","1,600,327",""
"2013","Niedersachsen","Total","Total","Number","7,778,995",""
"2013","Braunschweig","Total","Total","Number","1,574,527",""
"2013","Hannover","Total","Total","Number","2,094,931",""
"2013","Lüneburg","Total","Total","Number","1,667,332",""
"2013","Weser-Ems","Total","Total","Number","2,442,205",""
"2013","Nordrhein-Westfalen","Total","Total","Number","17,554,329",""
"2013","Düsseldorf","Total","Total","Number","5,081,061",""
"2013","Köln","Total","Total","Number","4,315,912",""
"2013","Münster","Total","Total","Number","2,572,390",""
"2013","Detmold","Total","Total","Number","2,025,415",""
"2013","Arnsberg","Total","Total","Number","3,559,551",""
"2013","Rheinland-Pfalz","Total","Total","Number","3,990,278",""
"2013","Koblenz","Total","Total","Number","1,476,237",""
"2013","Trier","Total","Total","Number","518,289",""
"2013","Rheinhessen-Pfalz","Total","Total","Number","1,995,752",""
"2013","Saarland","Total","Total","Number","994,287",""
"2013","Saarland","Total","Total","Number","994,287",""
"2013","Sachsen","Total","Total","Number","4,050,204",""
"2013","Dresden","Total","Total","Number","1,591,320",""
"2013","Chemnitz","Total","Total","Number","1,480,210",""
"2013","Leipzig","Total","Total","Number","978,674",""
"2013","Sachsen-Anhalt","Total","Total","Number","2,259,393",""
"2013","Sachsen-Anhalt","Total","Total","Number","2,259,393",""
"2013","Schleswig-Holstein","Total","Total","Number","2,806,531",""
"2013","Schleswig-Holstein","Total","Total","Number","2,806,531",""
"2013","Thüringen","Total","Total","Number","2,170,460",""
"2013","Thüringen","Total","Total","Number","2,170,460",""
"2013","Estonia","Total","Total","Number","1,320,174",""
"2013","Eesti","Total","Total","Number","1,320,174",""
"2013","Eesti","Total","Total","Number","1,320,174",""
"2013","Ireland","Total","Total","Number","4,609,779",""
"2013","Éire/Ireland","Total","Total","Number","4,609,779",""
"2013","Greece","Total","Total","Number","11,003,615",""
"2013","Voreia Ellada","Total","Total","Number","3,147,178",""
"2013","Anatoliki Makedonia, Thraki","Total","Total","Number","610,102",""
"2013","Kentriki Makedonia","Total","Total","Number","1,912,624",""
"2013","Dytiki Makedonia","Total","Total","Number","281,324",""
"2013","Ipeiros","Total","Total","Number","343,128",""
"2013","Kentriki Ellada","Total","Total","Number","2,779,373",""
"2013","Thessalia","Total","Total","Number","741,593",""
"2013","Ionia Nisia","Total","Total","Number","208,241",""
"2013","Dytiki Ellada","Total","Total","Number","682,583",""
"2013","Sterea Ellada","Total","Total","Number","560,093",""
"2013","Peloponnisos","Total","Total","Number","586,863",""
"2013","Attiki","Total","Total","Number","3,912,849",""
"2013","Attiki","Total","Total","Number","3,912,849",""
"2013","Nisia Aigaiou, Kriti","Total","Total","Number","1,164,215",""
"2013","Voreio Aigaio","Total","Total","Number","199,478",""
"2013","Notio Aigaio","Total","Total","Number","334,652",""
"2013","Kriti","Total","Total","Number","630,085",""
"2013","Spain","Total","Total","Number","46,727,890",""
"2013","Noroeste (ES)","Total","Total","Number","4,419,822",""
"2013","Galicia","Total","Total","Number","2,761,989",""
"2013","Principado de Asturias","Total","Total","Number","1,067,797",""
"2013","Cantabria","Total","Total","Number","590,036",""
"2013","Noreste (ES)","Total","Total","Number","4,472,917",""
"2013","País Vasco","Total","Total","Number","2,177,006",""
"2013","Comunidad Foral de Navarra","Total","Total","Number","638,948",""
"2013","La Rioja","Total","Total","Number","318,647",""
"2013","Aragón","Total","Total","Number","1,338,316",""
"2013","Comunidad de Madrid","Total","Total","Number","6,414,620",""
"2013","Comunidad de Madrid","Total","Total","Number","6,414,620",""
"2013","Centro (ES)","Total","Total","Number","5,713,936",""
"2013","Castilla y León","Total","Total","Number","2,518,560",""
"2013","Castilla-la Mancha","Total","Total","Number","2,094,406",""
"2013","Extremadura","Total","Total","Number","1,100,970",""
"2013","Este (ES)","Total","Total","Number","13,578,044",""
"2013","Cataluña","Total","Total","Number","7,480,921",""
"2013","Comunidad Valenciana","Total","Total","Number","4,987,011",""
"2013","Illes Balears","Total","Total","Number","1,110,112",""
"2013","Sur (ES)","Total","Total","Number","10,023,317",""
"2013","Andalucía","Total","Total","Number","8,393,175",""
"2013","Región de Murcia","Total","Total","Number","1,461,983",""
"2013","Ciudad Autónoma de Ceuta (ES)","Total","Total","Number","84,539",""
"2013","Ciudad Autónoma de Melilla (ES)","Total","Total","Number","83,620",""
"2013","Canarias (ES)","Total","Total","Number","2,105,234",""
"2013","Canarias (ES)","Total","Total","Number","2,105,234",""
"2013","France","Total","Total","Number","65,600,350",""
"2013","Île de France","Total","Total","Number","11,959,807",""
"2013","Île de France","Total","Total","Number","11,959,807",""
"2013","Croatia","Total","Total","Number","4,262,140",""
"2013","Hrvatska","Total","Total","Number","4,262,140",""
"2013","Jadranska Hrvatska","Total","Total","Number","1,407,798",""
"2013","Kontinentalna Hrvatska","Total","Total","Number","2,854,342",""
"2013","Italy","Total","Total","Number","59,685,227",""
"2013","Nord-Ovest","Total","Total","Number","15,861,548",""
"2013","Piemonte","Total","Total","Number","4,374,052",""
"2013","Valle d'Aosta/Vallée d'Aoste","Total","Total","Number","127,844",""
"2013","Liguria","Total","Total","Number","1,565,127",""
"2013","Lombardia","Total","Total","Number","9,794,525",""
"2013","Nord-Est","Total","Total","Number","11,521,037",""
"2013","Provincia Autonoma di Bolzano/Bozen","Total","Total","Number","509,626",""
"2013","Provincia Autonoma di Trento","Total","Total","Number","530,308",""
"2013","Veneto","Total","Total","Number","4,881,756",""
"2013","Friuli-Venezia Giulia","Total","Total","Number","1,221,860",""
"2013","Emilia-Romagna","Total","Total","Number","4,377,487",""
"2013","Centro (IT)","Total","Total","Number","11,681,498",""
"2013","Toscana","Total","Total","Number","3,692,828",""
"2013","Umbria","Total","Total","Number","886,239",""
"2013","Marche","Total","Total","Number","1,545,155",""
"2013","Lazio","Total","Total","Number","5,557,276",""
"2013","Sud","Total","Total","Number","13,980,833",""
"2013","Abruzzo","Total","Total","Number","1,312,507",""
"2013","Molise","Total","Total","Number","313,341",""
"2013","Campania","Total","Total","Number","5,769,750",""
"2013","Puglia","Total","Total","Number","4,050,803",""
"2013","Basilicata","Total","Total","Number","576,194",""
"2013","Calabria","Total","Total","Number","1,958,238",""
"2013","Isole","Total","Total","Number","6,640,311",""
"2013","Sicilia","Total","Total","Number","4,999,932",""
"2013","Sardegna","Total","Total","Number","1,640,379",""
"2013","Cyprus","Total","Total","Number","865,878",""
"2013","Kypros","Total","Total","Number","865,878",""
"2013","Kypros","Total","Total","Number","865,878",""
"2013","Latvia","Total","Total","Number","2,023,825",""
"2013","Latvija","Total","Total","Number","2,023,825",""
"2013","Latvija","Total","Total","Number","2,023,825",""
"2013","Lithuania","Total","Total","Number","2,971,905",""
"2013","Lietuva","Total","Total","Number","2,971,905",""
"2013","Luxembourg","Total","Total","Number","537,039",""
"2013","Luxembourg","Total","Total","Number","537,039",""
"2013","Luxembourg","Total","Total","Number","537,039",""
"2013","Hungary","Total","Total","Number","9,908,798",""
"2013","Közép-Magyarország","Total","Total","Number","2,953,883",""
"2013","Dunántúl","Total","Total","Number","2,985,161",""
"2013","Közép-Dunántúl","Total","Total","Number","1,074,702",""
"2013","Nyugat-Dunántúl","Total","Total","Number","985,279",""
"2013","Dél-Dunántúl","Total","Total","Number","925,180",""
"2013","Alföld és Észak","Total","Total","Number","3,969,754",""
"2013","Észak-Magyarország","Total","Total","Number","1,189,441",""
"2013","Észak-Alföld","Total","Total","Number","1,491,659",""
"2013","Dél-Alföld","Total","Total","Number","1,288,654",""
"2013","Malta","Total","Total","Number","422,509",""
"2013","Malta","Total","Total","Number","422,509",""
"2013","Malta","Total","Total","Number","422,509",""
"2013","Netherlands","Total","Total","Number","16,779,575",""
"2013","Noord-Nederland","Total","Total","Number","1,718,485",""
"2013","Groningen","Total","Total","Number","581,705",""
"2013","Friesland (NL)","Total","Total","Number","646,862",""
"2013","Drenthe","Total","Total","Number","489,918",""
"2013","Oost-Nederland","Total","Total","Number","3,553,582",""
"2013","Overijssel","Total","Total","Number","1,139,350",""
"2013","Gelderland","Total","Total","Number","2,015,791",""
"2013","Flevoland","Total","Total","Number","398,441",""
"2013","West-Nederland","Total","Total","Number","7,914,606",""
"2013","Utrecht","Total","Total","Number","1,245,294",""
"2013","Noord-Holland","Total","Total","Number","2,724,300",""
"2013","Zuid-Holland","Total","Total","Number","3,563,935",""
"2013","Zeeland","Total","Total","Number","381,077",""
"2013","Zuid-Nederland","Total","Total","Number","3,592,902",""
"2013","Noord-Brabant","Total","Total","Number","2,471,011",""
"2013","Limburg (NL)","Total","Total","Number","1,121,891",""
"2013","Austria","Total","Total","Number","8,451,860",""
"2013","Ostösterreich","Total","Total","Number","3,646,529",""
"2013","Burgenland (AT)","Total","Total","Number","286,691",""
"2013","Niederösterreich","Total","Total","Number","1,618,592",""
"2013","Wien","Total","Total","Number","1,741,246",""
"2013","Südösterreich","Total","Total","Number","1,766,444",""
"2013","Kärnten","Total","Total","Number","555,473",""
"2013","Steiermark","Total","Total","Number","1,210,971",""
"2013","Westösterreich","Total","Total","Number","3,038,887",""
"2013","Oberösterreich","Total","Total","Number","1,418,498",""
"2013","Salzburg","Total","Total","Number","531,898",""
"2013","Tirol","Total","Total","Number","715,888",""
"2013","Vorarlberg","Total","Total","Number","372,603",""
"2013","Poland","Total","Total","Number","38,062,535",""
"2013","Makroregion Poludniowy","Total","Total","Number","7,876,489",""
"2013","Malopolskie","Total","Total","Number","3,310,450",""
"2013","Slaskie","Total","Total","Number","4,566,039",""
"2013","Makroregion Pólnocno-Zachodni","Total","Total","Number","6,142,893",""
"2013","Wielkopolskie","Total","Total","Number","3,437,751",""
"2013","Zachodniopomorskie","Total","Total","Number","1,694,560",""
"2013","Lubuskie","Total","Total","Number","1,010,582",""
"2013","Makroregion Poludniowo-Zachodni","Total","Total","Number","3,841,347",""
"2013","Dolnoslaskie","Total","Total","Number","2,875,180",""
"2013","Opolskie","Total","Total","Number","966,167",""
"2013","Makroregion Pólnocny","Total","Total","Number","5,758,037",""
"2013","Kujawsko-Pomorskie","Total","Total","Number","2,072,655",""
"2013","Warminsko-Mazurskie","Total","Total","Number","1,425,897",""
"2013","Pomorskie","Total","Total","Number","2,259,485",""
"2013","Portugal","Total","Total","Number","10,487,289",""
"2013","Continente","Total","Total","Number","9,976,649",""
"2013","Norte","Total","Total","Number","3,666,234",""
"2013","Algarve","Total","Total","Number","444,390",""
"2013","Centro (PT)","Total","Total","Number","2,298,938",""
"2013","Área Metropolitana de Lisboa","Total","Total","Number","2,818,388",""
"2013","Alentejo","Total","Total","Number","748,699",""
"2013","Região Autónoma dos Açores (PT)","Total","Total","Number","247,549",""
"2013","Região Autónoma dos Açores (PT)","Total","Total","Number","247,549",""
"2013","Região Autónoma da Madeira (PT)","Total","Total","Number","263,091",""
"2013","Região Autónoma da Madeira (PT)","Total","Total","Number","263,091",""
"2013","Romania","Total","Total","Number","20,020,074",""
"2013","Macroregiunea unu","Total","Total","Number","4,954,228",""
"2013","Nord-Vest","Total","Total","Number","2,594,823",""
"2013","Centru","Total","Total","Number","2,359,405",""
"2013","Macroregiunea doi","Total","Total","Number","5,802,152",""
"2013","Nord-Est","Total","Total","Number","3,278,798",""
"2013","Sud-Est","Total","Total","Number","2,523,354",""
"2013","Macroregiunea trei","Total","Total","Number","5,390,394",""
"2013","Sud - Muntenia","Total","Total","Number","3,108,150",""
"2013","Bucuresti - Ilfov","Total","Total","Number","2,282,244",""
"2013","Macroregiunea patru","Total","Total","Number","3,873,300",""
"2013","Sud-Vest Oltenia","Total","Total","Number","2,048,702",""
"2013","Vest","Total","Total","Number","1,824,598",""
"2013","Slovenia","Total","Total","Number","2,058,821",""
"2013","Slovenija","Total","Total","Number","2,058,821",""
"2013","Vzhodna Slovenija","Total","Total","Number","1,097,198",""
"2013","Zahodna Slovenija","Total","Total","Number","961,623",""
"2013","Slovakia","Total","Total","Number","5,410,836",""
"2013","Slovensko","Total","Total","Number","5,410,836",""
"2013","Bratislavský kraj","Total","Total","Number","612,682",""
"2013","Západné Slovensko","Total","Total","Number","1,838,136",""
"2013","Stredné Slovensko","Total","Total","Number","1,348,611",""
"2013","Východné Slovensko","Total","Total","Number","1,611,407",""
"2013","Finland","Total","Total","Number","5,426,674",""
"2013","Manner-Suomi","Total","Total","Number","5,398,173",""
"2013","Länsi-Suomi","Total","Total","Number","1,370,384",""
"2013","Helsinki-Uusimaa","Total","Total","Number","1,566,835",""
"2013","Etelä-Suomi","Total","Total","Number","1,160,732",""
"2013","Pohjois- ja Itä-Suomi","Total","Total","Number","1,300,222",""
"2013","Åland","Total","Total","Number","28,501",""
"2013","Åland","Total","Total","Number","28,501",""
"2013","Sweden","Total","Total","Number","9,555,893",""
"2013","Östra Sverige","Total","Total","Number","3,716,827",""
"2013","Stockholm","Total","Total","Number","2,127,006",""
"2013","Östra Mellansverige","Total","Total","Number","1,589,821",""
"2013","Södra Sverige","Total","Total","Number","4,135,758",""
"2013","Småland med öarna","Total","Total","Number","815,792",""
"2013","Sydsverige","Total","Total","Number","1,415,403",""
"2013","Västsverige","Total","Total","Number","1,904,563",""
"2013","Norra Sverige","Total","Total","Number","1,703,308",""
"2013","Norra Mellansverige","Total","Total","Number","826,272",""
"2013","Mellersta Norrland","Total","Total","Number","368,182",""
"2013","Övre Norrland","Total","Total","Number","508,854",""
"2013","United Kingdom","Total","Total","Number","63,905,342",""
"2013","North East (UK)","Total","Total","Number","2,606,603",""
"2013","Tees Valley and Durham","Total","Total","Number","1,179,963",""
"2013","Northumberland and Tyne and Wear","Total","Total","Number","1,426,640",""
"2013","North West (UK)","Total","Total","Number","7,093,959",""
"2013","Cumbria","Total","Total","Number","498,860",""
"2013","Greater Manchester","Total","Total","Number","2,707,445",""
"2013","Lancashire","Total","Total","Number","1,466,592",""
"2013","Cheshire","Total","Total","Number","907,796",""
"2013","Merseyside","Total","Total","Number","1,513,266",""
"2013","Yorkshire and The Humber","Total","Total","Number","5,327,399",""
"2013","East Yorkshire and Northern Lincolnshire","Total","Total","Number","921,510",""
"2013","North Yorkshire","Total","Total","Number","804,925",""
"2013","South Yorkshire","Total","Total","Number","1,355,465",""
"2013","West Yorkshire","Total","Total","Number","2,245,499",""
"2013","East Midlands (UK)","Total","Total","Number","4,583,149",""
"2013","Derbyshire and Nottinghamshire","Total","Total","Number","2,129,007",""
"2013","Leicestershire, Rutland and Northamptonshire","Total","Total","Number","1,732,295",""
"2013","Lincolnshire","Total","Total","Number","721,847",""
"2013","West Midlands (UK)","Total","Total","Number","5,658,977",""
