"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2018","Észak-Alföld","Total","Total","Number","1,460,096",""
"2018","Dél-Alföld","Total","Total","Number","1,243,865",""
"2018","Malta","Total","Total","Number","475,701",""
"2018","Malta","Total","Total","Number","475,701",""
"2018","Malta","Total","Total","Number","475,701",""
"2018","Netherlands","Total","Total","Number","17,181,084",""
"2018","Noord-Nederland","Total","Total","Number","1,722,312",""
"2018","Groningen","Total","Total","Number","582,944",""
"2018","Friesland (NL)","Total","Total","Number","647,268",""
"2018","Drenthe","Total","Total","Number","492,100",""
"2018","Oost-Nederland","Total","Total","Number","3,623,274",""
"2018","Overijssel","Total","Total","Number","1,151,501",""
"2018","Gelderland","Total","Total","Number","2,060,103",""
"2018","Flevoland","Total","Total","Number","411,670",""
"2018","West-Nederland","Total","Total","Number","8,190,014",""
"2018","Utrecht","Total","Total","Number","1,295,484",""
"2018","Noord-Holland","Total","Total","Number","2,831,182",""
"2018","Zuid-Holland","Total","Total","Number","3,681,044",""
"2018","Zeeland","Total","Total","Number","382,304",""
"2018","Zuid-Nederland","Total","Total","Number","3,645,484",""
"2018","Noord-Brabant","Total","Total","Number","2,528,286",""
"2018","Limburg (NL)","Total","Total","Number","1,117,198",""
"2018","Austria","Total","Total","Number","8,822,267",""
"2018","Ostösterreich","Total","Total","Number","3,852,119",""
"2018","Burgenland (AT)","Total","Total","Number","292,675",""
"2018","Niederösterreich","Total","Total","Number","1,670,668",""
"2018","Wien","Total","Total","Number","1,888,776",""
"2018","Südösterreich","Total","Total","Number","1,801,112",""
"2018","Kärnten","Total","Total","Number","560,898",""
"2018","Steiermark","Total","Total","Number","1,240,214",""
"2018","Westösterreich","Total","Total","Number","3,169,036",""
"2018","Oberösterreich","Total","Total","Number","1,473,576",""
"2018","Salzburg","Total","Total","Number","552,579",""
"2018","Tirol","Total","Total","Number","751,140",""
"2018","Vorarlberg","Total","Total","Number","391,741",""
"2018","Poland","Total","Total","Number","37,976,687",""
"2018","Makroregion Poludniowy","Total","Total","Number","7,850,361",""
"2018","Malopolskie","Total","Total","Number","3,349,498",""
"2018","Slaskie","Total","Total","Number","4,500,863",""
"2018","Makroregion Pólnocno-Zachodni","Total","Total","Number","6,148,605",""
"2018","Wielkopolskie","Total","Total","Number","3,465,605",""
"2018","Zachodniopomorskie","Total","Total","Number","1,678,873",""
"2018","Lubuskie","Total","Total","Number","1,004,127",""
"2018","Makroregion Poludniowo-Zachodni","Total","Total","Number","3,814,166",""
"2018","Dolnoslaskie","Total","Total","Number","2,865,358",""
"2018","Opolskie","Total","Total","Number","948,808",""
"2018","Makroregion Pólnocny","Total","Total","Number","5,763,089",""
"2018","Kujawsko-Pomorskie","Total","Total","Number","2,059,748",""
"2018","Warminsko-Mazurskie","Total","Total","Number","1,408,415",""
"2018","Pomorskie","Total","Total","Number","2,294,926",""
"2018","Portugal","Total","Total","Number","10,291,027",""
"2018","Continente","Total","Total","Number","9,792,797",""
"2018","Norte","Total","Total","Number","3,576,205",""
"2018","Algarve","Total","Total","Number","439,617",""
"2018","Centro (PT)","Total","Total","Number","2,231,346",""
"2018","Área Metropolitana de Lisboa","Total","Total","Number","2,833,679",""
"2018","Alentejo","Total","Total","Number","711,950",""
"2018","Região Autónoma dos Açores (PT)","Total","Total","Number","243,862",""
"2018","Região Autónoma dos Açores (PT)","Total","Total","Number","243,862",""
"2018","Região Autónoma da Madeira (PT)","Total","Total","Number","254,368",""
"2018","Região Autónoma da Madeira (PT)","Total","Total","Number","254,368",""
"2018","Romania","Total","Total","Number","19,530,631",""
"2018","Macroregiunea unu","Total","Total","Number","4,886,569",""
"2018","Nord-Vest","Total","Total","Number","2,560,822",""
"2018","Centru","Total","Total","Number","2,325,747",""
"2018","Macroregiunea doi","Total","Total","Number","5,643,140",""
"2018","Nord-Est","Total","Total","Number","3,221,183",""
"2018","Sud-Est","Total","Total","Number","2,421,957",""
"2018","Macroregiunea trei","Total","Total","Number","5,266,460",""
"2018","Sud - Muntenia","Total","Total","Number","2,965,205",""
"2018","Bucuresti - Ilfov","Total","Total","Number","2,301,255",""
"2018","Macroregiunea patru","Total","Total","Number","3,734,462",""
"2018","Sud-Vest Oltenia","Total","Total","Number","1,949,940",""
"2018","Vest","Total","Total","Number","1,784,522",""
"2018","Slovenia","Total","Total","Number","2,066,880",""
"2018","Slovenija","Total","Total","Number","2,066,880",""
"2018","Vzhodna Slovenija","Total","Total","Number","1,089,717",""
"2018","Zahodna Slovenija","Total","Total","Number","977,163",""
"2018","Slovakia","Total","Total","Number","5,443,120",""
"2018","Slovensko","Total","Total","Number","5,443,120",""
"2018","Bratislavský kraj","Total","Total","Number","650,838",""
"2018","Západné Slovensko","Total","Total","Number","1,828,428",""
"2018","Stredné Slovensko","Total","Total","Number","1,340,811",""
"2018","Východné Slovensko","Total","Total","Number","1,623,043",""
"2018","Finland","Total","Total","Number","5,513,130",""
"2018","Manner-Suomi","Total","Total","Number","5,483,641",""
"2018","Länsi-Suomi","Total","Total","Number","1,380,365",""
"2018","Helsinki-Uusimaa","Total","Total","Number","1,655,624",""
"2018","Etelä-Suomi","Total","Total","Number","1,157,001",""
"2018","Pohjois- ja Itä-Suomi","Total","Total","Number","1,290,651",""
"2018","Åland","Total","Total","Number","29,489",""
"2018","Åland","Total","Total","Number","29,489",""
"2018","Sweden","Total","Total","Number","10,120,242",""
"2018","Östra Sverige","Total","Total","Number","3,995,953",""
"2018","Stockholm","Total","Total","Number","2,308,143",""
"2018","Östra Mellansverige","Total","Total","Number","1,687,810",""
"2018","Södra Sverige","Total","Total","Number","4,376,554",""
"2018","Småland med öarna","Total","Total","Number","856,887",""
"2018","Sydsverige","Total","Total","Number","1,504,060",""
"2018","Västsverige","Total","Total","Number","2,015,607",""
"2018","Norra Sverige","Total","Total","Number","1,747,735",""
"2018","Norra Mellansverige","Total","Total","Number","852,201",""
"2018","Mellersta Norrland","Total","Total","Number","375,774",""
"2018","Övre Norrland","Total","Total","Number","519,760",""
"2018","United Kingdom","Total","Total","Number","66,273,576",""
"2018","North East (UK)","Total","Total","Number","2,648,215",""
"2018","Tees Valley and Durham","Total","Total","Number","1,197,992",""
"2018","Northumberland and Tyne and Wear","Total","Total","Number","1,450,223",""
"2018","North West (UK)","Total","Total","Number","7,272,136",""
"2018","Cumbria","Total","Total","Number","498,216",""
"2018","Greater Manchester","Total","Total","Number","2,808,080",""
"2018","Lancashire","Total","Total","Number","1,490,434",""
"2018","Cheshire","Total","Total","Number","927,799",""
"2018","Merseyside","Total","Total","Number","1,547,607",""
"2018","Yorkshire and The Humber","Total","Total","Number","5,462,595",""
"2018","East Yorkshire and Northern Lincolnshire","Total","Total","Number","931,065",""
"2018","North Yorkshire","Total","Total","Number","820,874",""
"2018","South Yorkshire","Total","Total","Number","1,397,266",""
"2018","West Yorkshire","Total","Total","Number","2,313,390",""
"2018","East Midlands (UK)","Total","Total","Number","4,781,284",""
"2018","Derbyshire and Nottinghamshire","Total","Total","Number","2,199,851",""
"2018","Leicestershire, Rutland and Northamptonshire","Total","Total","Number","1,828,762",""
"2018","Lincolnshire","Total","Total","Number","752,671",""
"2018","West Midlands (UK)","Total","Total","Number","5,873,091",""
"2018","Herefordshire, Worcestershire and Warwickshire","Total","Total","Number","1,344,393",""
"2018","Shropshire and Staffordshire","Total","Total","Number","1,619,877",""
"2018","West Midlands","Total","Total","Number","2,908,821",""
"2018","East of England","Total","Total","Number","6,197,813",""
"2018","East Anglia","Total","Total","Number","2,509,078",""
"2018","Bedfordshire and Hertfordshire","Total","Total","Number","1,859,787",""
"2018","Essex","Total","Total","Number","1,828,948",""
"2018","London","Total","Total","Number","8,899,823",""
"2018","Inner London - West","Total","Total","Number","1,173,602",""
"2018","Inner London - East","Total","Total","Number","2,402,934",""
"2018","Outer London - East and North East","Total","Total","Number","1,924,106",""
"2018","Outer London - South","Total","Total","Number","1,308,866",""
"2018","Outer London - West and North West","Total","Total","Number","2,090,315",""
"2018","South East (UK)","Total","Total","Number","9,120,911",""
"2018","Berkshire, Buckinghamshire and Oxfordshire","Total","Total","Number","2,402,507",""
"2018","Surrey, East and West Sussex","Total","Total","Number","2,892,767",""
"2018","Hampshire and Isle of Wight","Total","Total","Number","1,985,074",""
"2018","Kent","Total","Total","Number","1,840,563",""
"2018","South West (UK)","Total","Total","Number","5,578,303",""
"2018","Gloucestershire, Wiltshire and Bristol/Bath area","Total","Total","Number","2,496,022",""
"2018","Dorset and Somerset","Total","Total","Number","1,329,868",""
"2018","Cornwall and Isles of Scilly","Total","Total","Number","564,588",""
"2018","Devon","Total","Total","Number","1,187,825",""
"2018","Wales","Total","Total","Number","3,126,522",""
"2018","West Wales and The Valleys","Total","Total","Number","1,963,646",""
"2018","East Wales","Total","Total","Number","1,162,876",""
"2018","Scotland","Total","Total","Number","5,436,926",""
"2018","North Eastern Scotland","Total","Total","Number","494,624",""
"2018","Highlands and Islands","Total","Total","Number","470,743",""
"2018","Northern Ireland (UK)","Total","Total","Number","1,875,957",""
"2018","Northern Ireland (UK)","Total","Total","Number","1,875,957",""
"2018","European Free Trade Association","Total","Total","Number","14,166,313",""
"2018","Iceland","Total","Total","Number","348,450",""
"2018","Ísland","Total","Total","Number","348,450",""
"2018","Ísland","Total","Total","Number","348,450",""
"2018","Liechtenstein","Total","Total","Number","38,114",""
"2018","Liechtenstein","Total","Total","Number","38,114",""
"2018","Liechtenstein","Total","Total","Number","38,114",""
"2018","Norway","Total","Total","Number","5,295,619",""
"2018","Norge","Total","Total","Number","5,295,619",""
"2018","Oslo og Akershus","Total","Total","Number","1,287,495",""
"2018","Hedmark og Oppland","Total","Total","Number","386,836",""
"2018","Sør-Østlandet","Total","Total","Number","999,639",""
"2018","Agder og Rogaland","Total","Total","Number","777,279",""
"2018","Vestlandet","Total","Total","Number","899,627",""
"2018","Trøndelag","Total","Total","Number","458,742",""
"2018","Nord-Norge","Total","Total","Number","486,001",""
"2018","Switzerland","Total","Total","Number","8,484,130",""
"2018","Schweiz/Suisse/Svizzera","Total","Total","Number","8,484,130",""
"2018","Région lémanique","Total","Total","Number","1,629,841",""
"2018","Espace Mittelland","Total","Total","Number","1,868,886",""
"2018","Nordwestschweiz","Total","Total","Number","1,151,919",""
"2018","Zürich","Total","Total","Number","1,504,346",""
"2018","Ostschweiz","Total","Total","Number","1,169,358",""
"2018","Zentralschweiz","Total","Total","Number","806,071",""
"2018","Ticino","Total","Total","Number","353,709",""
"2018","Montenegro","Total","Total","Number","622,359",""
"2018","Crna Gora","Total","Total","Number","622,359",""
"2018","Crna Gora","Total","Total","Number","622,359",""
"2018","North Macedonia","Total","Total","Number","2,075,301",""
"2018","Severna Makedonija","Total","Total","Number","2,075,108",""
"2018","Severna Makedonija","Total","Total","Number","2,075,108",""
"2018","Not regionalised / Unknown level 2","Total","Total","Number","193",""
"2018","Albania","Total","Total","Number","2,870,324",""
"2018","Shqipëria","Total","Total","Number","2,870,324",""
"2018","Turkey","Total","Total","Number","80,810,525",""
"2018","Istanbul","Total","Total","Number","15,029,231",""
"2018","Istanbul","Total","Total","Number","15,029,231",""
"2018","Bati Marmara","Total","Total","Number","3,503,609",""
"2018","Tekirdag, Edirne, Kirklareli","Total","Total","Number","1,768,368",""
"2018","Balikesir, Çanakkale","Total","Total","Number","1,735,241",""
"2018","Ege","Total","Total","Number","10,383,963",""
"2018","Izmir","Total","Total","Number","4,279,677",""
"2018","Aydin, Denizli, Mugla","Total","Total","Number","3,038,325",""
"2018","Manisa, Afyonkarahisar, Kütahya, Usak","Total","Total","Number","3,065,961",""
"2018","Dogu Marmara","Total","Total","Number","7,824,597",""
"2018","Bursa, Eskisehir, Bilecik","Total","Total","Number","4,019,116",""
"2018","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total","Total","Number","3,805,481",""
"2018","Bati Anadolu","Total","Total","Number","7,871,847",""
"2018","Ankara","Total","Total","Number","5,445,026",""
"2018","Konya, Karaman","Total","Total","Number","2,426,821",""
"2018","Akdeniz","Total","Total","Number","10,303,984",""
"2018","Antalya, Isparta, Burdur","Total","Total","Number","3,063,005",""
"2018","Adana, Mersin","Total","Total","Number","4,010,406",""
"2018","Hatay, Kahramanmaras, Osmaniye","Total","Total","Number","3,230,573",""
"2018","Orta Anadolu","Total","Total","Number","3,977,447",""
"2018","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total","Total","Number","1,560,774",""
"2018","Kayseri, Sivas, Yozgat","Total","Total","Number","2,416,673",""
"2018","Bati Karadeniz","Total","Total","Number","4,574,182",""
"2018","Zonguldak, Karabük, Bartin","Total","Total","Number","1,034,922",""
"2018","Kastamonu, Çankiri, Sinop","Total","Total","Number","765,874",""
"2018","Samsun, Tokat, Çorum, Amasya","Total","Total","Number","2,773,386",""
"2018","Dogu Karadeniz","Total","Total","Number","2,633,417",""
"2018","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total","Total","Number","2,633,417",""
"2018","Kuzeydogu Anadolu","Total","Total","Number","2,188,214",""
"2018","Erzurum, Erzincan, Bayburt","Total","Total","Number","1,072,404",""
"2018","Agri, Kars, Igdir, Ardahan","Total","Total","Number","1,115,810",""
"2018","Ortadogu Anadolu","Total","Total","Number","3,854,869",""
"2018","Malatya, Elazig, Bingöl, Tunceli","Total","Total","Number","1,726,199",""
"2018","Van, Mus, Bitlis, Hakkari","Total","Total","Number","2,128,670",""
"2018","Güneydogu Anadolu","Total","Total","Number","8,665,165",""
"2018","Gaziantep, Adiyaman, Kilis","Total","Total","Number","2,756,910",""
"2018","Sanliurfa, Diyarbakir","Total","Total","Number","3,685,654",""
"2018","Mardin, Batman, Sirnak, Siirt","Total","Total","Number","2,222,601",""
"2018","EU27","Total","Total","Number",":",""
"2018","Bassin Parisien (NUTS 2013)","Total","Total","Number",":",""
"2018","Champagne-Ardenne (NUTS 2013)","Total","Total","Number",":",""
"2018","Picardie (NUTS 2013)","Total","Total","Number",":",""
"2018","Haute-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2018","Centre (FR) (NUTS 2013)","Total","Total","Number",":",""
"2018","Basse-Normandie (NUTS 2013)","Total","Total","Number",":",""
"2018","Bourgogne (NUTS 2013)","Total","Total","Number",":",""
"2018","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2018","Nord-Pas-de-Calais (NUTS 2013)","Total","Total","Number",":",""
"2018","Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2018","Lorraine (NUTS 2013)","Total","Total","Number",":",""
"2018","Alsace (NUTS 2013)","Total","Total","Number",":",""
"2018","Franche-Comté (NUTS 2013)","Total","Total","Number",":",""
"2018","Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2018","Pays de la Loire (NUTS 2013)","Total","Total","Number",":",""
"2018","Bretagne (NUTS 2013)","Total","Total","Number",":",""
"2018","Poitou-Charentes (NUTS 2013)","Total","Total","Number",":",""
"2018","Sud-Ouest (FR) (NUTS 2013)","Total","Total","Number",":",""
"2018","Aquitaine (NUTS 2013)","Total","Total","Number",":",""
"2018","Midi-Pyrénées (NUTS 2013)","Total","Total","Number",":",""
"2018","Limousin (NUTS 2013)","Total","Total","Number",":",""
"2018","Centre-Est (FR) (NUTS 2013)","Total","Total","Number",":",""
"2018","Rhône-Alpes (NUTS 2013)","Total","Total","Number",":",""
"2018","Auvergne (NUTS 2013)","Total","Total","Number",":",""
"2018","Méditerranée (NUTS 2013)","Total","Total","Number",":",""
"2018","Languedoc-Roussillon (NUTS 2013)","Total","Total","Number",":",""
"2018","Provence-Alpes-Côte d'Azur (NUTS 2013)","Total","Total","Number",":",""
"2018","Corse (NUTS 2013)","Total","Total","Number",":",""
"2018","Départements d'outre-mer (NUTS 2013)","Total","Total","Number",":",""
"2018","Guadeloupe (NUTS 2013)","Total","Total","Number",":",""
"2018","Martinique (NUTS 2013)","Total","Total","Number",":",""
"2018","Guyane (NUTS 2013)","Total","Total","Number",":",""
"2018","La Réunion (NUTS 2013)","Total","Total","Number",":",""
"2018","Mayotte (NUTS 2013)","Total","Total","Number",":",""
"2018","Közép-Magyarország (NUTS 2013)","Total","Total","Number",":",""
"2018","Border, Midland and Western (NUTS 2013)","Total","Total","Number",":",""
"2018","Southern and Eastern (NUTS 2013)","Total","Total","Number",":",""
"2018","Lietuva (NUTS 2013)","Total","Total","Number",":",""
"2018","Region Centralny (NUTS 2013)","Total","Total","Number",":",""
"2018","Lódzkie (NUTS 2013)","Total","Total","Number",":",""
"2018","Mazowieckie (NUTS 2013)","Total","Total","Number",":",""
"2018","Region Wschodni (NUTS 2013)","Total","Total","Number",":",""
"2018","Lubelskie (NUTS 2013)","Total","Total","Number",":",""
"2018","Podkarpackie (NUTS 2013)","Total","Total","Number",":",""
"2018","Swietokrzyskie (NUTS 2013)","Total","Total","Number",":",""
"2018","Podlaskie (NUTS 2013)","Total","Total","Number",":",""
"2018","Eastern Scotland (NUTS 2013)","Total","Total","Number",":",""
"2018","South Western Scotland (NUTS 2013)","Total","Total","Number",":",""
"2019","European Union - 28 countries (2013-2020)","Total","Total","Number","513,471,676","ep"
"2019","Belgium","Total","Total","Number","11,455,519",""
"2019","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,215,290",""
"2019","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","Total","Number","1,215,290",""
"2019","Vlaams Gewest","Total","Total","Number","6,596,233",""
"2019","Prov. Antwerpen","Total","Total","Number","1,860,470",""
"2019","Prov. Limburg (BE)","Total","Total","Number","875,842",""
"2019","Prov. Oost-Vlaanderen","Total","Total","Number","1,516,283",""
"2019","Prov. Vlaams-Brabant","Total","Total","Number","1,146,643",""
"2019","Prov. West-Vlaanderen","Total","Total","Number","1,196,995",""
"2019","Région wallonne","Total","Total","Number","3,643,996",""
"2019","Prov. Brabant wallon","Total","Total","Number","404,270",""
"2019","Prov. Hainaut","Total","Total","Number","1,346,082",""
"2019","Prov. Liège","Total","Total","Number","1,110,068",""
"2019","Prov. Luxembourg (BE)","Total","Total","Number","286,685",""
"2019","Prov. Namur","Total","Total","Number","496,891",""
"2019","Bulgaria","Total","Total","Number","7,000,039",""
"2019","Severna i yugoiztochna Bulgaria","Total","Total","Number","3,487,586",""
"2019","Severozapaden","Total","Total","Number","742,304",""
"2019","Severen tsentralen","Total","Total","Number","784,168",""
"2019","Severoiztochen","Total","Total","Number","929,035",""
"2019","Yugoiztochen","Total","Total","Number","1,032,079",""
"2019","Yugozapadna i yuzhna tsentralna Bulgaria","Total","Total","Number","3,512,453",""
"2019","Yugozapaden","Total","Total","Number","2,102,205",""
"2019","Yuzhen tsentralen","Total","Total","Number","1,410,248",""
"2019","Czechia","Total","Total","Number","10,649,800",""
"2019","Cesko","Total","Total","Number","10,649,800",""
"2019","Praha","Total","Total","Number","1,308,632",""
"2019","Strední Cechy","Total","Total","Number","1,369,332",""
"2019","Jihozápad","Total","Total","Number","1,226,805",""
"2019","Severozápad","Total","Total","Number","1,115,685",""
"2019","Severovýchod","Total","Total","Number","1,513,693",""
"2019","Jihovýchod","Total","Total","Number","1,696,941",""
"2019","Strední Morava","Total","Total","Number","1,215,413",""
"2019","Moravskoslezsko","Total","Total","Number","1,203,299",""
"2019","Denmark","Total","Total","Number","5,806,081",""
"2019","Danmark","Total","Total","Number","5,806,081",""
"2019","Hovedstaden","Total","Total","Number","1,835,562",""
"2019","Sjælland","Total","Total","Number","836,738",""
"2019","Syddanmark","Total","Total","Number","1,223,348",""
"2019","Midtjylland","Total","Total","Number","1,320,678",""
"2019","Nordjylland","Total","Total","Number","589,755",""
"2019","Germany (until 1990 former territory of the FRG)","Total","Total","Number","83,019,213",""
"2019","Baden-Württemberg","Total","Total","Number","11,069,533",""
"2019","Stuttgart","Total","Total","Number","4,143,418",""
"2019","Karlsruhe","Total","Total","Number","2,805,129",""
"2019","Freiburg","Total","Total","Number","2,264,469",""
"2019","Tübingen","Total","Total","Number","1,856,517",""
"2019","Bayern","Total","Total","Number","13,076,721",""
"2019","Oberbayern","Total","Total","Number","4,686,163",""
"2019","Niederbayern","Total","Total","Number","1,238,528",""
"2019","Oberpfalz","Total","Total","Number","1,109,269",""
"2019","Oberfranken","Total","Total","Number","1,067,482",""
"2019","Mittelfranken","Total","Total","Number","1,770,401",""
"2019","Unterfranken","Total","Total","Number","1,317,124",""
"2019","Schwaben","Total","Total","Number","1,887,754",""
"2019","Berlin","Total","Total","Number","3,644,826",""
"2019","Berlin","Total","Total","Number","3,644,826",""
"2019","Brandenburg","Total","Total","Number","2,511,917",""
"2019","Brandenburg","Total","Total","Number","2,511,917",""
"2019","Bremen","Total","Total","Number","682,986",""
"2019","Bremen","Total","Total","Number","682,986",""
"2019","Hamburg","Total","Total","Number","1,841,179",""
"2019","Hamburg","Total","Total","Number","1,841,179",""
"2019","Hessen","Total","Total","Number","6,265,809",""
"2019","Darmstadt","Total","Total","Number","3,998,724",""
"2019","Gießen","Total","Total","Number","1,047,262",""
"2019","Kassel","Total","Total","Number","1,219,823",""
"2019","Mecklenburg-Vorpommern","Total","Total","Number","1,609,675",""
"2019","Mecklenburg-Vorpommern","Total","Total","Number","1,609,675",""
"2019","Niedersachsen","Total","Total","Number","7,982,448",""
"2019","Braunschweig","Total","Total","Number","1,596,396",""
"2019","Hannover","Total","Total","Number","2,149,805",""
"2019","Lüneburg","Total","Total","Number","1,710,914",""
"2019","Weser-Ems","Total","Total","Number","2,525,333",""
"2019","Nordrhein-Westfalen","Total","Total","Number","17,932,651",""
"2019","Düsseldorf","Total","Total","Number","5,202,321",""
"2019","Köln","Total","Total","Number","4,468,904",""
"2019","Münster","Total","Total","Number","2,623,619",""
"2019","Detmold","Total","Total","Number","2,055,310",""
"2019","Arnsberg","Total","Total","Number","3,582,497",""
"2019","Rheinland-Pfalz","Total","Total","Number","4,084,844",""
"2019","Koblenz","Total","Total","Number","1,495,885",""
"2019","Trier","Total","Total","Number","531,007",""
"2019","Rheinhessen-Pfalz","Total","Total","Number","2,057,952",""
"2019","Saarland","Total","Total","Number","990,509",""
"2019","Saarland","Total","Total","Number","990,509",""
"2019","Sachsen","Total","Total","Number","4,077,937",""
"2019","Dresden","Total","Total","Number","1,598,199",""
"2019","Chemnitz","Total","Total","Number","1,436,445",""
"2019","Leipzig","Total","Total","Number","1,043,293",""
"2019","Sachsen-Anhalt","Total","Total","Number","2,208,321",""
"2019","Sachsen-Anhalt","Total","Total","Number","2,208,321",""
"2019","Schleswig-Holstein","Total","Total","Number","2,896,712",""
"2019","Schleswig-Holstein","Total","Total","Number","2,896,712",""
"2019","Thüringen","Total","Total","Number","2,143,145",""
"2019","Thüringen","Total","Total","Number","2,143,145",""
"2019","Estonia","Total","Total","Number","1,324,820",""
"2019","Eesti","Total","Total","Number","1,324,820",""
"2019","Eesti","Total","Total","Number","1,324,820",""
"2019","Ireland","Total","Total","Number","4,904,240","e"
"2019","Éire/Ireland","Total","Total","Number","4,904,240","e"
"2019","Greece","Total","Total","Number","10,724,599",""
"2019","Voreia Ellada","Total","Total","Number","3,074,204",""
"2019","Anatoliki Makedonia, Thraki","Total","Total","Number","599,723",""
"2019","Kentriki Makedonia","Total","Total","Number","1,873,777",""
"2019","Dytiki Makedonia","Total","Total","Number","267,008",""
"2019","Ipeiros","Total","Total","Number","333,696",""
"2019","Kentriki Ellada","Total","Total","Number","2,708,105",""
"2019","Thessalia","Total","Total","Number","718,640",""
"2019","Ionia Nisia","Total","Total","Number","203,869",""
"2019","Dytiki Ellada","Total","Total","Number","655,189",""
"2019","Sterea Ellada","Total","Total","Number","555,960",""
"2019","Peloponnisos","Total","Total","Number","574,447",""
"2019","Attiki","Total","Total","Number","3,742,235",""
"2019","Attiki","Total","Total","Number","3,742,235",""
"2019","Nisia Aigaiou, Kriti","Total","Total","Number","1,200,055",""
"2019","Voreio Aigaio","Total","Total","Number","221,098",""
"2019","Notio Aigaio","Total","Total","Number","344,027",""
"2019","Kriti","Total","Total","Number","634,930",""
"2019","Spain","Total","Total","Number","46,937,060",""
"2019","Noroeste (ES)","Total","Total","Number","4,304,287",""
"2019","Galicia","Total","Total","Number","2,700,441",""
"2019","Principado de Asturias","Total","Total","Number","1,022,205",""
"2019","Cantabria","Total","Total","Number","581,641",""
"2019","Noreste (ES)","Total","Total","Number","4,461,983",""
"2019","País Vasco","Total","Total","Number","2,177,880",""
"2019","Comunidad Foral de Navarra","Total","Total","Number","649,946",""
"2019","La Rioja","Total","Total","Number","313,571",""
"2019","Aragón","Total","Total","Number","1,320,586",""
"2019","Comunidad de Madrid","Total","Total","Number","6,641,649",""
"2019","Comunidad de Madrid","Total","Total","Number","6,641,649",""
"2019","Centro (ES)","Total","Total","Number","5,508,034",""
"2019","Castilla y León","Total","Total","Number","2,407,733",""
"2019","Castilla-la Mancha","Total","Total","Number","2,034,877",""
"2019","Extremadura","Total","Total","Number","1,065,424",""
"2019","Este (ES)","Total","Total","Number","13,729,620",""
"2019","Cataluña","Total","Total","Number","7,566,431",""
"2019","Comunidad Valenciana","Total","Total","Number","4,974,969",""
"2019","Illes Balears","Total","Total","Number","1,188,220",""
"2019","Sur (ES)","Total","Total","Number","10,084,586",""
"2019","Andalucía","Total","Total","Number","8,427,405",""
"2019","Región de Murcia","Total","Total","Number","1,487,663",""
"2019","Ciudad Autónoma de Ceuta (ES)","Total","Total","Number","84,829",""
"2019","Ciudad Autónoma de Melilla (ES)","Total","Total","Number","84,689",""
"2019","Canarias (ES)","Total","Total","Number","2,206,901",""
"2019","Canarias (ES)","Total","Total","Number","2,206,901",""
"2019","France","Total","Total","Number","67,012,883","p"
"2019","Île de France","Total","Total","Number","12,244,807","p"
"2019","Île de France","Total","Total","Number","12,244,807","p"
"2019","Croatia","Total","Total","Number","4,076,246",""
"2019","Hrvatska","Total","Total","Number","4,076,246",""
"2019","Jadranska Hrvatska","Total","Total","Number","1,374,071",""
"2019","Kontinentalna Hrvatska","Total","Total","Number","2,702,175",""
"2019","Italy","Total","Total","Number","60,359,546",""
"2019","Nord-Ovest","Total","Total","Number","16,093,286",""
"2019","Piemonte","Total","Total","Number","4,356,406",""
"2019","Valle d'Aosta/Vallée d'Aoste","Total","Total","Number","125,666",""
"2019","Liguria","Total","Total","Number","1,550,640",""
"2019","Lombardia","Total","Total","Number","10,060,574",""
"2019","Nord-Est","Total","Total","Number","11,652,827",""
"2019","Provincia Autonoma di Bolzano/Bozen","Total","Total","Number","531,178",""
"2019","Provincia Autonoma di Trento","Total","Total","Number","541,098",""
"2019","Veneto","Total","Total","Number","4,905,854",""
"2019","Friuli-Venezia Giulia","Total","Total","Number","1,215,220",""
"2019","Emilia-Romagna","Total","Total","Number","4,459,477",""
"2019","Centro (IT)","Total","Total","Number","12,016,009",""
"2019","Toscana","Total","Total","Number","3,729,641",""
"2019","Umbria","Total","Total","Number","882,015",""
"2019","Marche","Total","Total","Number","1,525,271",""
"2019","Lazio","Total","Total","Number","5,879,082",""
"2019","Sud","Total","Total","Number","13,957,942",""
"2019","Abruzzo","Total","Total","Number","1,311,580",""
"2019","Molise","Total","Total","Number","305,617",""
"2019","Campania","Total","Total","Number","5,801,692",""
"2019","Puglia","Total","Total","Number","4,029,053",""
"2019","Basilicata","Total","Total","Number","562,869",""
"2019","Calabria","Total","Total","Number","1,947,131",""
"2019","Isole","Total","Total","Number","6,639,482",""
"2019","Sicilia","Total","Total","Number","4,999,891",""
"2019","Sardegna","Total","Total","Number","1,639,591",""
"2019","Cyprus","Total","Total","Number","875,899",""
"2019","Kypros","Total","Total","Number","875,899",""
"2019","Kypros","Total","Total","Number","875,899",""
"2019","Latvia","Total","Total","Number","1,919,968",""
"2019","Latvija","Total","Total","Number","1,919,968",""
